0,4
1,1
2,0
3,3
4,1
5,3
6,3
7,1
8,1
9,2
10,1
11,1
12,3
13,3
14,0
15,0
16,0
17,1
18,3
19,0
20,0
21,0
22,3
23,3
24,1
25,1
26,0
27,0
28,1
29,1
30,3
31,2
32,3
33,0
34,2
35,0
36,2
37,3
38,2
39,3
40,3
41,0
42,4
43,2
44,0
45,0
46,1
47,0
48,3
49,3
50,3
51,2
52,2
53,3
54,3
55,0
56,3
57,1
58,0
59,0
60,3
61,3
62,1
63,1
64,1
65,0
66,3
67,2
68,1
69,3
70,1
71,0
72,3
73,0
74,1
75,1
76,0
77,3
78,3
79,0
80,1
81,0
82,3
83,3
84,3
85,3
86,2
87,1
88,0
89,3
90,3
91,0
92,3
93,3
94,0
95,0
96,3
97,2
98,3
99,3
100,0
101,0
102,1
103,1
104,1
105,0
106,1
107,2
108,1
109,1
110,1
111,2
112,4
113,1
114,3
115,0
116,2
117,3
118,1
119,1
120,0
121,0
122,1
123,0
124,1
125,0
126,3
127,0
128,0
129,2
130,0
131,1
132,1
133,3
134,1
135,3
136,0
137,1
138,3
139,3
140,1
141,3
142,3
143,4
144,2
145,1
146,1
147,1
148,0
149,0
150,3
151,1
152,2
153,4
154,4
155,2
156,3
157,1
158,3
159,0
160,1
161,2
162,0
163,0
164,3
165,0
166,1
167,3
168,1
169,0
170,2
171,0
172,0
173,1
174,1
175,1
176,1
177,0
178,0
179,3
180,2
181,3
182,3
183,0
184,2
185,2
186,3
187,3
188,3
189,3
190,3
191,0
192,2
193,3
194,0
195,1
196,1
197,1
198,3
199,0
200,0
201,1
202,2
203,0
204,3
205,0
206,1
207,1
208,1
209,3
210,0
211,1
212,1
213,3
214,3
215,2
216,0
217,3
218,3
219,0
220,0
221,3
222,1
223,2
224,3
225,1
226,1
227,4
228,1
229,3
230,3
231,0
232,3
233,3
234,2
235,0
236,1
237,0
238,0
239,3
240,1
241,3
242,0
243,2
244,0
245,0
246,0
247,2
248,1
249,1
250,3
251,0
252,0
253,3
254,0
255,4
256,0
257,0
258,0
259,0
260,0
261,0
262,3
263,0
264,0
265,0
266,3
267,0
268,0
269,3
270,0
271,1
272,3
273,3
274,3
275,0
276,0
277,1
278,1
279,1
280,3
281,2
282,0
283,1
284,0
285,1
286,2
287,3
288,3
289,2
290,3
291,3
292,4
293,1
294,0
295,0
296,0
297,3
298,0
299,4
300,1
301,3
302,1
303,4
304,0
305,3
306,3
307,2
308,1
309,3
310,1
311,1
312,1
313,4
314,1
315,0
316,2
317,0
318,1
319,3
320,0
321,0
322,3
323,0
324,3
325,3
326,3
327,1
328,0
329,3
330,3
331,1
332,1
333,0
334,3
335,0
336,0
337,2
338,0
339,0
340,0
341,2
342,2
343,4
344,1
345,3
346,2
347,2
348,1
349,3
350,0
351,1
352,1
353,3
354,3
355,2
356,3
357,3
358,0
359,0
360,3
361,1
362,1
363,3
364,1
365,0
366,1
367,3
368,1
369,0
370,3
371,2
372,0
373,3
374,3
375,0
376,0
377,3
378,3
379,3
380,1
381,2
382,3
383,4
384,3
385,3
386,1
387,3
388,0
389,3
390,0
391,3
392,0
393,0
394,0
395,0
396,1
397,3
398,2
399,3
400,0
401,2
402,0
403,0
404,3
405,0
406,4
407,1
408,3
409,0
410,1
411,3
412,2
413,0
414,0
415,2
416,1
417,2
418,1
419,0
420,4
421,1
422,0
423,1
424,1
425,0
426,1
427,3
428,4
429,0
430,3
431,2
432,3
433,0
434,0
435,3
436,2
437,3
438,1
439,4
440,1
441,3
442,1
443,3
444,2
445,0
446,0
447,1
448,3
449,0
450,3
451,0
452,1
453,0
454,0
455,0
456,2
457,1
458,3
459,1
460,2
461,1
462,3
463,4
464,1
465,2
466,3
467,1
468,4
469,3
470,1
471,1
472,3
473,3
474,3
475,3
476,1
477,1
478,3
479,0
480,4
481,2
482,3
483,1
484,1
485,4
486,3
487,0
488,3
489,0
490,1
491,0
492,1
493,0
494,0
495,1
496,3
497,3
498,0
499,0
500,1
501,0
502,0
503,1
504,3
505,0
506,1
507,2
508,1
509,2
510,0
511,0
512,0
513,0
514,0
515,2
516,2
517,3
518,3
519,2
520,3
521,0
522,0
523,3
524,3
525,0
526,2
527,1
528,3
529,0
530,3
531,1
532,3
533,0
534,2
