0,19.44,22.46
1,38.08,89.88
2,11.2,95.7
3,29.84,30.91
4,67.37,13.24
5,34.31,12.15
6,81.07,17.72
7,42.98,95.17
8,15.18,86.68
9,44.33,75.49
10,13.77,61.83
11,12.13,90.38
12,31.23,36.42
13,50.11,13.15
14,5.82,46.38
15,97.46,30.6
16,44.43,55.33
17,99.37,80.59
18,38.08,50.01
19,28.4,81.7
20,46.21,40.01
21,99.52,10.92
22,92.38,77.66
23,82.34,93.24
24,27.9,19.95
25,30.57,36.26
26,88.26,83.64
27,83.84,69.13
28,31.8,55.22
29,42.33,63.65
30,32.55,52.18
31,6.59,34.89
32,51.84,69.56
33,28.42,64.11
34,0.2,3.91
35,96.8,13.61
36,60.35,88.82
37,82.87,77.84
38,2.47,80.78
39,74.32,51.52
40,60.8,85.84
41,42.78,60.79
42,25.52,67.73
43,82.42,91.95
44,32.17,87.06
45,89.66,37.51
46,56.46,4.6
47,71.91,94.61
48,14.38,58.77
49,83.81,36.56
50,33.55,4.66
51,93.68,48.51
52,24.73,28.85
53,61.68,72.67
54,38.29,84.26
55,16.02,53.79
56,91.84,88.2
57,17.46,56.81
58,78.36,57.08
59,95.11,78.08
60,92.13,97.87
61,70.8,10.92
62,74.39,88.62
63,26.83,87.6
64,81.96,87.08
65,63.26,26.48
66,78.87,13.45
67,2.01,96.88
68,71.68,21.62
69,75.66,3.75
70,8.87,52.58
71,17.85,78.72
72,95.3,44.9
73,63.29,58.5
74,68.18,61.36
75,99.98,57.07
76,17.2,84.75
77,42.41,59.75
78,33.2,33.84
79,38.88,25.51
80,16.85,60.69
81,8.68,44.68
82,88.72,24.42
83,12.87,12.4
84,92.04,71.25
85,97.86,45.06
86,79.16,49.18
87,26.14,7.23
88,91.69,67.68
89,9.17,53.18
90,80.57,6.65
91,81.42,94.26
92,52.4,44.1
93,65.4,41.07
94,68.97,81.82
95,73.37,91.59
96,65.35,9.45
97,42.3,29.45
98,46.92,95.83
99,80.76,38.57
100,24.49,53.06
101,18.97,37.83
102,14.57,57.0
103,22.38,58.24
104,20.43,8.27
105,33.05,71.84
106,75.78,11.73
107,31.27,8.48
108,96.11,24.56
109,46.68,46.69
110,54.07,26.31
111,11.8,67.33
112,53.23,96.42
113,33.83,93.06
114,98.63,90.95
115,45.8,29.41
116,27.07,74.01
117,11.34,37.88
118,85.69,62.98
119,45.73,39.31
120,23.83,23.0
121,59.49,73.12
122,25.69,26.56
123,97.3,53.66
124,52.9,0.24
125,34.47,87.16
126,97.56,21.82
127,41.68,13.03
128,1.57,87.22
129,94.32,93.13
130,37.17,63.09
131,35.86,22.11
132,4.18,72.8
133,79.35,50.03
134,83.3,29.06
135,98.25,30.27
136,80.91,60.85
137,78.58,79.66
138,37.22,93.33
139,11.0,88.85
140,21.82,72.12
141,80.55,45.96
142,59.03,67.57
143,44.58,13.21
144,47.4,66.06
145,17.4,91.59
146,98.87,84.11
147,91.4,76.09
148,53.32,6.19
149,56.79,77.88
150,65.02,17.51
151,53.05,21.31
152,97.01,15.23
153,91.42,7.42
154,71.73,68.43
155,7.56,77.42
156,51.89,20.71
157,74.88,95.69
158,7.2,53.74
159,70.71,76.66
160,25.68,34.26
161,65.87,98.86
162,28.62,32.08
163,94.21,87.46
164,7.27,0.83
165,73.82,97.04
166,55.25,94.13
167,77.5,9.31
168,24.22,29.38
169,73.39,50.43
170,1.15,10.11
171,52.12,59.61
172,53.41,76.58
173,13.88,40.28
174,92.49,57.03
175,3.66,89.73
176,46.58,27.72
177,14.53,36.22
178,75.44,82.85
179,52.48,51.0
180,8.96,66.8
181,47.63,75.91
182,36.05,1.83
183,59.12,27.96
184,73.0,77.81
185,75.59,29.49
186,39.78,35.43
187,89.17,85.41
188,56.71,58.35
189,28.43,63.34
190,26.03,0.49
191,11.16,67.71
192,9.7,93.64
193,70.65,32.22
194,17.62,50.57
195,32.96,53.31
196,49.42,23.61
197,28.17,47.83
198,53.0,67.97
199,68.09,81.88
200,30.12,17.99
201,10.05,20.28
202,85.91,0.95
203,0.78,92.91
204,95.64,10.17
205,88.75,15.87
206,23.4,34.46
207,11.81,39.92
208,15.98,42.85
209,37.37,20.02
210,29.33,26.29
211,81.95,1.24
212,92.24,19.64
213,14.43,43.53
214,37.23,34.39
215,0.6,49.51
216,46.38,41.24
217,26.02,5.28
218,30.85,52.71
219,10.87,83.23
220,62.49,92.02
221,39.53,30.89
222,43.49,86.97
223,59.75,70.64
224,60.33,1.44
225,27.29,20.38
226,90.2,22.28
227,28.27,5.18
228,34.67,23.1
229,83.47,40.87
230,76.66,25.71
231,16.07,70.58
232,14.07,70.05
233,89.87,56.33
234,87.22,1.0
235,48.89,71.27
236,64.97,0.37
237,66.11,47.43
238,10.43,41.6
239,43.25,75.56
240,63.29,28.19
241,36.13,69.41
242,81.24,30.77
243,25.25,0.85
244,88.46,18.57
245,83.78,50.49
246,31.45,40.31
247,62.69,60.82
248,16.22,22.87
249,15.6,56.24
250,78.37,33.66
251,83.3,85.32
252,67.73,46.94
253,33.22,79.35
254,85.67,19.89
255,41.45,88.52
256,84.63,14.69
257,41.52,10.23
258,88.25,16.34
259,10.52,6.18
260,67.05,68.93
261,9.44,16.4
262,85.89,92.21
263,85.05,23.22
264,39.38,25.35
265,0.31,4.35
266,86.24,11.48
267,69.59,27.61
268,71.4,65.2
269,54.18,72.67
270,87.68,95.04
271,6.35,2.43
272,30.7,95.68
273,30.85,84.57
274,69.33,72.16
275,44.55,95.64
276,76.68,76.07
277,68.14,99.25
278,15.37,40.42
279,22.38,48.95
280,77.23,68.81
281,70.26,65.22
282,84.76,37.88
283,37.47,25.55
284,35.96,6.59
285,85.38,11.52
286,48.0,95.62
287,62.45,85.39
288,31.25,76.7
289,51.99,98.57
290,85.1,89.59
291,17.45,67.82
292,4.16,35.36
293,86.02,51.68
294,15.59,77.09
295,22.44,54.63
296,31.02,26.02
297,73.12,37.17
298,70.47,69.25
299,86.55,28.88
300,48.8,77.13
301,51.02,71.16
302,8.73,9.43
303,80.86,46.91
304,0.15,34.45
305,41.76,74.78
306,52.18,39.57
307,85.59,15.88
308,50.74,61.56
309,46.18,78.81
310,63.59,53.97
311,82.26,21.51
312,34.06,77.85
313,30.5,81.3
314,87.47,43.07
315,83.21,7.44
316,42.36,96.01
317,75.34,76.98
318,25.41,50.17
319,59.75,11.33
320,75.3,18.05
321,69.49,91.29
322,2.93,25.56
323,75.56,28.0
324,83.07,53.24
325,74.54,56.86
326,31.97,74.7
327,82.81,54.75
328,2.21,55.46
329,5.39,11.72
330,59.74,28.73
331,81.94,99.13
332,89.14,99.16
333,75.2,84.02
334,14.09,57.17
335,94.06,23.91
336,35.09,60.82
337,36.52,3.89
338,53.45,30.57
339,5.17,55.87
340,70.38,42.57
341,40.3,91.79
342,66.41,55.9
343,13.47,72.7
344,56.19,1.49
345,6.78,28.25
346,87.1,24.37
347,15.73,87.43
348,73.45,12.18
349,93.95,44.05
350,96.24,81.22
351,26.27,66.6
352,21.53,27.8
353,30.22,53.14
354,56.5,19.36
355,8.34,29.25
356,97.27,14.14
357,99.32,72.2
358,26.59,2.28
359,74.13,86.69
360,23.01,48.21
361,4.65,27.46
362,88.22,51.93
363,1.75,0.9
364,22.72,67.95
365,48.11,47.83
366,96.47,23.46
367,59.3,45.72
368,51.76,85.05
369,88.02,53.47
370,73.54,89.42
371,32.7,16.61
372,72.26,81.72
373,90.87,90.42
374,83.13,3.93
375,57.48,58.01
376,66.52,69.97
377,29.6,59.71
378,86.63,39.85
379,0.33,58.0
380,27.91,71.91
381,93.02,5.2
382,89.64,59.35
383,33.98,51.98
384,8.47,27.27
385,13.02,45.3
386,27.05,64.28
387,36.33,11.92
388,86.44,40.39
389,48.62,1.56
390,61.28,23.21
391,33.7,89.68
392,57.22,5.44
393,46.49,66.47
394,80.57,75.48
395,21.11,74.79
396,47.85,44.52
397,58.5,43.51
398,71.95,34.69
399,76.1,60.34
400,55.23,69.17
401,70.35,4.12
402,97.21,12.08
403,86.27,14.53
404,98.87,68.54
405,56.37,64.37
406,81.06,43.02
407,77.64,61.91
408,68.67,32.33
409,86.01,9.14
410,93.93,53.26
411,57.1,27.42
412,94.96,85.39
413,75.2,48.85
414,26.27,82.03
415,62.13,56.4
416,33.97,18.22
